Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-urwj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,hcs1,hcs2,answer,hcs3
26,1734453976020,17/12/2024 16:46:16,1734453975907,-5,17/12/2024 11:46:15,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,6,3,4,hcs3_resp,btn1,response_paragraph,1532.199999988079,,,1,1,1,0,0,,,,,1,hcs_trial,inphase_softer.wav,antiphase.wav,1,inphase.wav
27,1734453976516,17/12/2024 16:46:16,1734453976401,-5,17/12/2024 11:46:16,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,2,4,1,hcs_briefing,Zone1,timelimit_screen,500,,,,,0,1,0,,,1,,1,hcs_trial,antiphase.wav,inphase.wav,3,inphase_softer.wav
28,1734453976629,17/12/2024 16:46:16,1734453976408,-5,17/12/2024 11:46:16,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,2,4,2,hcs1,content,content_web_audio,0.699999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,antiphase.wav,inphase.wav,3,inphase_softer.wav
29,1734453978011,17/12/2024 16:46:18,1734453977902,-5,17/12/2024 11:46:17,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,2,4,2,hcs1,Zone1,timelimit_screen,1499.7999999999956,,,,,0,1,0,,,1,,1,hcs_trial,antiphase.wav,inphase.wav,3,inphase_softer.wav
30,1734453978160,17/12/2024 16:46:18,1734453977909,-5,17/12/2024 11:46:17,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,2,4,3,hcs2,content,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,antiphase.wav,inphase.wav,3,inphase_softer.wav
31,1734453979509,17/12/2024 16:46:19,1734453979402,-5,17/12/2024 11:46:19,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,2,4,3,hcs2,Zone1,timelimit_screen,1500.2000000000044,,,,,0,1,0,,,1,,1,hcs_trial,antiphase.wav,inphase.wav,3,inphase_softer.wav
32,1734453979649,17/12/2024 16:46:19,1734453979408,-5,17/12/2024 11:46:19,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,2,4,4,hcs3_resp,content,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,antiphase.wav,inphase.wav,3,inphase_softer.wav
33,1734453981066,17/12/2024 16:46:21,1734453980949,-5,17/12/2024 11:46:20,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,2,4,4,hcs3_resp,btn3,response_paragraph,1540.8999999761581,,,3,1,1,0,0,,,,,1,hcs_trial,antiphase.wav,inphase.wav,3,inphase_softer.wav
34,1734453981549,17/12/2024 16:46:21,1734453981434,-5,17/12/2024 11:46:21,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,3,5,1,hcs_briefing,Zone1,timelimit_screen,499.90000000000146,,,,,0,1,0,,,1,,1,hcs_trial,antiphase.wav,inphase_softer.wav,2,inphase.wav
35,1734453981672,17/12/2024 16:46:21,1734453981441,-5,17/12/2024 11:46:21,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,3,5,2,hcs1,content,content_web_audio,0.699999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,antiphase.wav,inphase_softer.wav,2,inphase.wav
36,1734453983040,17/12/2024 16:46:23,1734453982934,-5,17/12/2024 11:46:22,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,3,5,2,hcs1,Zone1,timelimit_screen,1500,,,,,0,1,0,,,1,,1,hcs_trial,antiphase.wav,inphase_softer.wav,2,inphase.wav
37,1734453983162,17/12/2024 16:46:23,1734453982941,-5,17/12/2024 11:46:22,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,3,5,3,hcs2,content,content_web_audio,0.699999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,antiphase.wav,inphase_softer.wav,2,inphase.wav
38,1734453984558,17/12/2024 16:46:24,1734453984434,-5,17/12/2024 11:46:24,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,3,5,3,hcs2,Zone1,timelimit_screen,1500.0999999999985,,,,,0,1,0,,,1,,1,hcs_trial,antiphase.wav,inphase_softer.wav,2,inphase.wav
39,1734453984677,17/12/2024 16:46:24,1734453984441,-5,17/12/2024 11:46:24,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,3,5,4,hcs3_resp,content,content_web_audio,0.30000001192092896,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,antiphase.wav,inphase_softer.wav,2,inphase.wav
40,1734453985778,17/12/2024 16:46:25,1734453985661,-5,17/12/2024 11:46:25,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,3,5,4,hcs3_resp,btn2,response_paragraph,1220.199999988079,,,2,1,1,0,0,,,,,1,hcs_trial,antiphase.wav,inphase_softer.wav,2,inphase.wav
41,1734453986260,17/12/2024 16:46:26,1734453986151,-5,17/12/2024 11:46:26,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,5,6,1,hcs_briefing,Zone1,timelimit_screen,500.09999999999854,,,,,0,1,0,,,1,,1,hcs_trial,inphase.wav,inphase_softer.wav,2,antiphase.wav
42,1734453986380,17/12/2024 16:46:26,1734453986158,-5,17/12/2024 11:46:26,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,5,6,2,hcs1,content,content_web_audio,0.5999999642372131,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,inphase.wav,inphase_softer.wav,2,antiphase.wav
43,1734453987763,17/12/2024 16:46:27,1734453987651,-5,17/12/2024 11:46:27,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,5,6,2,hcs1,Zone1,timelimit_screen,1500,,,,,0,1,0,,,1,,1,hcs_trial,inphase.wav,inphase_softer.wav,2,antiphase.wav
44,1734453987881,17/12/2024 16:46:27,1734453987658,-5,17/12/2024 11:46:27,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,5,6,3,hcs2,content,content_web_audio,0.5999999642372131,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,inphase.wav,inphase_softer.wav,2,antiphase.wav
45,1734453989314,17/12/2024 16:46:29,1734453989151,-5,17/12/2024 11:46:29,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,5,6,3,hcs2,Zone1,timelimit_screen,1500,,,,,0,1,0,,,1,,1,hcs_trial,inphase.wav,inphase_softer.wav,2,antiphase.wav
46,1734453989514,17/12/2024 16:46:29,1734453989157,-5,17/12/2024 11:46:29,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,5,6,4,hcs3_resp,content,content_web_audio,0.5999999642372131,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,hcs_trial,inphase.wav,inphase_softer.wav,2,antiphase.wav
47,1734453990255,17/12/2024 16:46:30,1734453990138,-5,17/12/2024 11:46:30,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,HCS,5,6,4,hcs3_resp,btn2,response_paragraph,980.5,,,2,1,1,0,0,,,,,1,hcs_trial,inphase.wav,inphase_softer.wav,2,antiphase.wav
48,1734453990401,17/12/2024 16:46:30,1734453990141,-5,17/12/2024 11:46:30,170312,15,task-7tte,,42081924,BLIND,12288528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,,,,Headphone test,1,headphone_test_accept,HCS,,,END TASK,,,,,53232,,,,,0,1,0,,,,,,,,,,
END OF FILE
